timestamp_s,elapsed_s,valid_detection,horizontal_error,estimated_distance_m,target_distance_m,distance_target_error_m,linear_command_mps,angular_command_radps,robot_x_m,robot_y_m,robot_yaw_rad,target_x_m,target_y_m,reference_valid,reference_failure,reference_frame,target_frame,target_sample_age_s,transform_age_s,reference_camera_range_m,ground_truth_camera_distance_m,estimation_error_m
17.84,17.84,True,0.0059454917907714845,1.139489956027704,1.2,-0.0612847216241057,-0.06508380630580352,-0.0,0.5177584423235306,-0.3525468480494861,0.8044509454568214,1.5654021227207124,0.5157962981781747,True,,camera_link,odom,0.004,0.019,1.1387152783758943,1.1387152783758943,0.0007746776518098297
17.875,17.875,True,0.007511806488037109,1.1424161794909338,1.2,-0.06173920265205424,-0.06656104836952546,-0.0,0.5159427547824815,-0.3544330759137403,0.8044509454568215,1.564453943652996,0.5141603000871212,True,,camera_link,odom,0.004,0.006,1.1382607973479457,1.1382607973479457,0.004155382142988051
17.905,17.905,True,0.008867645263671875,1.1410363875768839,1.2,-0.060958183883438544,-0.0633422025599728,-0.0,0.5141409787501717,-0.35630485180053423,0.8044509454568196,1.5635080378109427,0.5124655761580121,True,,camera_link,odom,0.003,0.013,1.1390418161165614,1.1390418161165614,0.0019945714603224474
17.94,17.94,True,0.01008758544921875,1.139943399546619,1.2,-0.06141008493386435,-0.06485997366542771,-0.0,0.5132518878045855,-0.3572284843515688,0.8044509454568194,1.562620110788996,0.5108118447334097,True,,camera_link,odom,0.003,0.0,1.1385899150661356,1.1385899150661356,0.0013534844804834467
17.97,17.97,True,0.011648750305175782,1.1429677290334825,1.2,-0.06053157088767658,-0.066062260498719,-0.0,0.5114443162763199,-0.35910628089208885,0.8044509454568193,1.561761952766912,0.5091494215383361,True,,camera_link,odom,0.003,0.007,1.1394684291123234,1.1394684291123234,0.0034992999211591602
18.009,18.009,True,0.012953853607177735,1.1412770863506003,1.2,-0.05971582581473389,-0.06273549806316916,-0.0,0.5096578735758364,-0.36096212773983366,0.8044509454568202,1.5609089874511481,0.5074275609270711,True,,camera_link,odom,0.002,0.012,1.140284174185266,1.140284174185266,0.0009929121653342587
18.042,18.042,True,0.014684677124023438,1.1435087127889343,1.2,-0.05884107568851582,-0.0645952050143396,-0.0,0.5078788819414474,-0.36281023404402785,0.8044509454568214,1.5601114470507063,0.5057475779771488,True,,camera_link,odom,0.002,0.021,1.1411589243114841,1.1411589243114841,0.0023497884774501543
18.071,18.071,True,0.01606912612915039,1.1417881599231547,1.2,-0.05923355269863828,-0.06214041593217224,-0.0,0.5069999616579709,-0.3637233007978997,0.8044509454568213,1.5593438463950844,0.5040589894282975,True,,camera_link,odom,0.002,0.008,1.1407664473013617,1.1407664473013617,0.0010217126217930694
18.106,18.106,True,0.017020988464355468,1.144135243447001,1.2,-0.05841226385812193,-0.06403302408452974,-0.0,0.5052499186182088,-0.36554133384081866,0.8044509454568214,1.5585843546811673,0.5023102611720937,True,,camera_link,odom,0.001,0.015,1.141587736141878,1.141587736141878,0.002547507305122876
18.141,18.141,True,0.018549633026123048,1.1454927167859794,1.2,-0.05756196294992799,-0.06145123220829896,-0.0,0.5035273395568108,-0.36733083591677174,0.8044509454568184,1.5578776993390195,0.5006042891907697,True,,camera_link,odom,0.001,0.022,1.142438037050072,1.142438037050072,0.0030546797359074507
18.174,18.174,True,0.02051544189453125,1.1461293935096981,1.2,-0.05795049140399344,-0.0599580115354226,-0.0,0.5026853580670755,-0.3682055287872243,0.8044509454568171,1.557201135775283,0.49888979912666614,True,,camera_link,odom,0.001,0.009,1.1420495085960065,1.1420495085960065,0.0040798849136916004
18.207,18.207,True,0.021535301208496095,1.146231252872453,1.2,-0.05726581392720331,-0.05804196991232959,-0.053340148925781254,0.5010482360813681,-0.36990536089562903,0.8033841424862178,1.5565355923208108,0.4971144764607555,True,,camera_link,odom,0.0,0.016,1.1427341860727966,1.1427341860727966,0.0034970667996563343
18.238,18.238,True,0.020684337615966795,1.146775104721407,1.2,-0.05770406175636955,-0.057871903058806975,-0.05599178314208985,0.5002430249112239,-0.3707391698859476,0.8022908231732647,1.5559202636735436,0.49538278200268154,True,,camera_link,odom,0.0,0.003,1.1422959382436304,1.1422959382436304,0.004479166477776575
18.274,18.274,True,0.020529556274414062,1.146656401552224,1.2,-0.05702235074672468,-0.057336370932583695,-0.05377927780151367,0.49863965684592954,-0.37239397720793543,0.8000954019698159,1.5553351600318968,0.4936426583089097,True,,camera_link,odom,0.0,0.01,1.1429776492532753,1.1429776492532753,0.003678752298948762
18.306,18.306,True,0.019995498657226562,1.1491278546492523,1.2,-0.055594412936179616,-0.05747332584571882,-0.05337684631347656,0.4970382719124506,-0.3740395989343687,0.7979522795029627,1.55504555191707,0.4927429509871539,True,,camera_link,odom,0.016,0.017,1.1444055870638203,1.1444055870638203,0.004722267585431927
